Currency,Date,Closing Price (USD)
ETH,26/10/2016,11.519947
BTC,27/10/2016,684.3775
ETH,27/10/2016,11.449855
BTC,28/10/2016,684.2975
ETH,28/10/2016,11.545675
BTC,29/10/2016,700.135
ETH,29/10/2016,11.173315
BTC,30/10/2016,704.91
ETH,30/10/2016,10.53241
BTC,31/10/2016,693.89625
ETH,31/10/2016,11.436444
BTC,01/11/2016,708.955
ETH,01/11/2016,10.675513
BTC,02/11/2016,725.6925
ETH,02/11/2016,10.945551
BTC,03/11/2016,741.84875
ETH,03/11/2016,10.842992
BTC,04/11/2016,701.21875
ETH,04/11/2016,10.961917
BTC,05/11/2016,702.175
ETH,05/11/2016,11.017137
BTC,06/11/2016,705.47875
ETH,06/11/2016,11.16351
BTC,07/11/2016,705.47125
ETH,07/11/2016,10.967567
BTC,08/11/2016,706.13375
ETH,08/11/2016,10.954777
BTC,09/11/2016,728.36125
ETH,09/11/2016,10.461869
BTC,10/11/2016,719.2525
ETH,10/11/2016,10.667821
BTC,11/11/2016,714.57125
ETH,11/11/2016,10.435038
BTC,12/11/2016,715.7725
ETH,12/11/2016,10.137763
BTC,13/11/2016,694.72125
ETH,13/11/2016,10.118149
BTC,14/11/2016,704.62125
ETH,14/11/2016,10.190739
BTC,15/11/2016,711.39625
ETH,15/11/2016,9.899728
BTC,16/11/2016,710.9275
ETH,16/11/2016,10.286643
BTC,17/11/2016,745.92625
ETH,17/11/2016,10.043273
BTC,18/11/2016,738.665
ETH,18/11/2016,9.966889
BTC,19/11/2016,748.8075
ETH,19/11/2016,9.660631
BTC,20/11/2016,752.5525
ETH,20/11/2016,9.629214
BTC,21/11/2016,730.365
ETH,21/11/2016,9.60881
BTC,22/11/2016,734.84
ETH,22/11/2016,9.868597
BTC,23/11/2016,745.97875
ETH,23/11/2016,9.776321
BTC,24/11/2016,739.81875
ETH,24/11/2016,9.729471
BTC,25/11/2016,730.3125
ETH,25/11/2016,9.28811
BTC,26/11/2016,737.4025
ETH,26/11/2016,9.341233
BTC,27/11/2016,727.445
ETH,27/11/2016,9.224529
BTC,28/11/2016,731.9
ETH,28/11/2016,8.826192
BTC,29/11/2016,731.12625
ETH,29/11/2016,8.453786
BTC,30/11/2016,731.64
ETH,30/11/2016,8.263665
BTC,01/12/2016,744.1025
ETH,01/12/2016,8.527776
BTC,02/12/2016,766.5925
ETH,02/12/2016,8.171604
BTC,03/12/2016,769.915
ETH,03/12/2016,7.970143
BTC,04/12/2016,764.3575
ETH,04/12/2016,7.817933
BTC,05/12/2016,760.1
ETH,05/12/2016,7.529515
BTC,06/12/2016,754.82625
ETH,06/12/2016,6.717527
BTC,07/12/2016,758.35375
ETH,07/12/2016,7.531045
BTC,08/12/2016,763.23625
ETH,08/12/2016,8.473844
BTC,09/12/2016,766.8725
ETH,09/12/2016,8.20362
BTC,10/12/2016,773.2825
ETH,10/12/2016,8.458332
BTC,11/12/2016,765.9525
ETH,11/12/2016,8.119684
BTC,12/12/2016,769.8275
ETH,12/12/2016,8.182465
BTC,13/12/2016,774.38625
ETH,13/12/2016,8.42452
BTC,14/12/2016,778.35625
ETH,14/12/2016,8.394537
BTC,15/12/2016,776.9825
ETH,15/12/2016,8.195936
BTC,16/12/2016,776.415
ETH,16/12/2016,7.836525
BTC,17/12/2016,786.9725
ETH,17/12/2016,7.709642
BTC,18/12/2016,789.24625
ETH,18/12/2016,7.813304
BTC,19/12/2016,791
ETH,19/12/2016,7.735086
BTC,20/12/2016,789.2325
ETH,20/12/2016,7.601047
BTC,21/12/2016,805.79625
ETH,21/12/2016,7.675313
BTC,22/12/2016,842.63875
ETH,22/12/2016,7.569866
BTC,23/12/2016,910.9325
ETH,23/12/2016,7.601819
BTC,24/12/2016,910.2475
ETH,24/12/2016,7.221961
BTC,25/12/2016,870.13125
ETH,25/12/2016,7.256569
BTC,26/12/2016,905.45625
ETH,26/12/2016,7.260191
BTC,27/12/2016,900.36625
ETH,27/12/2016,7.303933
BTC,28/12/2016,948.89875
ETH,28/12/2016,7.235181
BTC,29/12/2016,971.645
ETH,29/12/2016,8.111114
BTC,30/12/2016,954.84375
ETH,30/12/2016,8.36334
BTC,31/12/2016,952.455
ETH,31/12/2016,8.013868
BTC,01/01/2017,964.325
ETH,01/01/2017,8.437012
BTC,02/01/2017,1009.97375
ETH,02/01/2017,8.212046
BTC,03/01/2017,1028.33375
ETH,03/01/2017,8.332855
BTC,04/01/2017,1047.09999
ETH,04/01/2017,10.435576
BTC,05/01/2017,1140.385
ETH,05/01/2017,11.445979
BTC,06/01/2017,985.93875
ETH,06/01/2017,9.956588
BTC,07/01/2017,837.83625
ETH,07/01/2017,9.737254
BTC,08/01/2017,923.52375
ETH,08/01/2017,10.001896
BTC,09/01/2017,889.33875
ETH,09/01/2017,10.266545
BTC,10/01/2017,905.22625
ETH,10/01/2017,10.485289
BTC,11/01/2017,910.60625
ETH,11/01/2017,10.696117
BTC,12/01/2017,772.66125
ETH,12/01/2017,9.401194
BTC,13/01/2017,784.89375
ETH,13/01/2017,9.487749
BTC,14/01/2017,820.68875
ETH,14/01/2017,9.598883
BTC,15/01/2017,821.19625
ETH,15/01/2017,9.702505
BTC,16/01/2017,830.74
ETH,16/01/2017,9.663497
BTC,17/01/2017,848.58125
ETH,17/01/2017,9.786222
BTC,18/01/2017,890.29375
ETH,18/01/2017,10.333692
BTC,19/01/2017,888.0625
ETH,19/01/2017,10.225847
BTC,20/01/2017,896.16375
ETH,20/01/2017,10.500874
BTC,21/01/2017,920.58875
ETH,21/01/2017,10.66865
BTC,22/01/2017,934.7775
ETH,22/01/2017,10.9639
BTC,23/01/2017,920.365
ETH,23/01/2017,10.684885
BTC,24/01/2017,912.2125
ETH,24/01/2017,10.699035
BTC,25/01/2017,898.55
ETH,25/01/2017,10.524163
BTC,26/01/2017,901.05
ETH,26/01/2017,10.505382
BTC,27/01/2017,912.84375
ETH,27/01/2017,10.455241
BTC,28/01/2017,919.795
ETH,28/01/2017,10.483953
BTC,29/01/2017,920.82875
ETH,29/01/2017,10.519501
BTC,30/01/2017,916.91125
ETH,30/01/2017,10.40558
BTC,31/01/2017,921.35125
ETH,31/01/2017,10.510549
BTC,01/02/2017,973.065
ETH,01/02/2017,10.710514
BTC,02/02/2017,982.8275
ETH,02/02/2017,10.49782
BTC,03/02/2017,1020.09
ETH,03/02/2017,10.663947
BTC,04/02/2017,1011.215
ETH,04/02/2017,11.240959
BTC,05/02/2017,1029.40124
ETH,05/02/2017,11.27786
BTC,06/02/2017,1019.3125
ETH,06/02/2017,11.217052
BTC,07/02/2017,1029.40875
ETH,07/02/2017,11.331469
BTC,08/02/2017,1067.70875
ETH,08/02/2017,11.505409
BTC,09/02/2017,1072.205
ETH,09/02/2017,11.403079
BTC,10/02/2017,974.95875
ETH,10/02/2017,10.905312
BTC,11/02/2017,997.2275
ETH,11/02/2017,11.21991
BTC,12/02/2017,1004.71375
ETH,12/02/2017,11.299272
BTC,13/02/2017,1004.85375
ETH,13/02/2017,11.280685
BTC,14/02/2017,994.58
ETH,14/02/2017,11.894969
BTC,15/02/2017,1003.59
ETH,15/02/2017,12.681755
BTC,16/02/2017,1018.41125
ETH,16/02/2017,12.70062
BTC,17/02/2017,1038.86625
ETH,17/02/2017,12.784189
BTC,18/02/2017,1058.315
ETH,18/02/2017,12.909267
BTC,19/02/2017,1052.84375
ETH,19/02/2017,12.886819
BTC,20/02/2017,1046.66249
ETH,20/02/2017,12.830235
BTC,21/02/2017,1079.5825
ETH,21/02/2017,12.562646
BTC,22/02/2017,1112.86375
ETH,22/02/2017,12.782024
BTC,23/02/2017,1122.515
ETH,23/02/2017,12.71811
BTC,24/02/2017,1193.501
ETH,24/02/2017,13.098521
BTC,25/02/2017,1182.429
ETH,25/02/2017,13.194061
BTC,26/02/2017,1139.848
ETH,26/02/2017,13.573991
BTC,27/02/2017,1189.366
ETH,27/02/2017,14.706219
BTC,28/02/2017,1189.94699
ETH,28/02/2017,15.863437
BTC,01/03/2017,1193.611
ETH,01/03/2017,15.76128
BTC,02/03/2017,1221.05
ETH,02/03/2017,17.289049
BTC,03/03/2017,1269.776
ETH,03/03/2017,20.235485
BTC,04/03/2017,1285.376
ETH,04/03/2017,19.911787
BTC,05/03/2017,1260.668
ETH,05/03/2017,18.920662
BTC,06/03/2017,1273.24699
ETH,06/03/2017,19.109602
BTC,07/03/2017,1280.30499
ETH,07/03/2017,19.342467
BTC,08/03/2017,1206.357
ETH,08/03/2017,18.002569
BTC,09/03/2017,1153.06
ETH,09/03/2017,16.932387
BTC,10/03/2017,1200.557
ETH,10/03/2017,18.03119
BTC,11/03/2017,1147.625
ETH,11/03/2017,18.952377
BTC,12/03/2017,1186.351
ETH,12/03/2017,21.648475
BTC,13/03/2017,1235.553
ETH,13/03/2017,24.637882
BTC,14/03/2017,1242.806
ETH,14/03/2017,28.039033
BTC,15/03/2017,1245.892
ETH,15/03/2017,28.521178
BTC,16/03/2017,1247.67099
ETH,16/03/2017,39.544387
BTC,17/03/2017,1126.08199
ETH,17/03/2017,47.540183
BTC,18/03/2017,1062.07
ETH,18/03/2017,43.563357
BTC,19/03/2017,1000.24599
ETH,19/03/2017,37.976973
BTC,20/03/2017,1036.226
ETH,20/03/2017,42.356981
BTC,21/03/2017,1065.481
ETH,21/03/2017,43.451302
BTC,22/03/2017,1091.333
ETH,22/03/2017,42.450104
BTC,23/03/2017,1036.099
ETH,23/03/2017,41.088518
BTC,24/03/2017,1013.844
ETH,24/03/2017,42.984147
BTC,25/03/2017,921.808
ETH,25/03/2017,50.379989
BTC,26/03/2017,962.508
ETH,26/03/2017,50.365804
BTC,27/03/2017,968.293
ETH,27/03/2017,51.413317
BTC,28/03/2017,1035.32199
ETH,28/03/2017,49.081083
BTC,29/03/2017,1011.969
ETH,29/03/2017,52.407958
BTC,30/03/2017,1041.374
ETH,30/03/2017,52.695111
BTC,31/03/2017,1048.86299
ETH,31/03/2017,49.745082
BTC,01/04/2017,1077.557
ETH,01/04/2017,49.781778
BTC,02/04/2017,1082.37
ETH,02/04/2017,50.422021
BTC,03/04/2017,1140.037
ETH,03/04/2017,44.27212
BTC,04/04/2017,1148.092
ETH,04/04/2017,43.743146
BTC,05/04/2017,1139.86
ETH,05/04/2017,45.50185
BTC,06/04/2017,1150.685
ETH,06/04/2017,44.820806
BTC,07/04/2017,1177.284
ETH,07/04/2017,44.30351
BTC,08/04/2017,1196.896
ETH,08/04/2017,44.339554
BTC,09/04/2017,1187.03299
ETH,09/04/2017,44.005367
BTC,10/04/2017,1213.801
ETH,10/04/2017,44.090094
BTC,11/04/2017,1206.74
ETH,11/04/2017,44.376748
BTC,12/04/2017,1226.896
ETH,12/04/2017,44.060944
BTC,13/04/2017,1216.269
ETH,13/04/2017,49.137396
BTC,14/04/2017,1187.136
ETH,14/04/2017,49.104656
BTC,15/04/2017,1186.10899
ETH,15/04/2017,48.229629
BTC,16/04/2017,1189.55
ETH,16/04/2017,49.721216
BTC,17/04/2017,1184.2
ETH,17/04/2017,49.213228
BTC,18/04/2017,1211.73799
ETH,18/04/2017,50.192121
BTC,19/04/2017,1218.666
ETH,19/04/2017,52.337063
BTC,20/04/2017,1227.981
ETH,20/04/2017,49.91781
BTC,21/04/2017,1261.702
ETH,21/04/2017,51.986983
BTC,22/04/2017,1255.25125
ETH,22/04/2017,51.278525
BTC,23/04/2017,1232.7575
ETH,23/04/2017,52.635354
BTC,24/04/2017,1243.43
ETH,24/04/2017,53.604876
BTC,25/04/2017,1251.5775
ETH,25/04/2017,53.330552
BTC,26/04/2017,1269.69625
ETH,26/04/2017,53.917308
BTC,27/04/2017,1289.7475
ETH,27/04/2017,57.55117
BTC,28/04/2017,1335.825
ETH,28/04/2017,69.292865
BTC,29/04/2017,1319.7
ETH,29/04/2017,74.292294
BTC,30/04/2017,1311.58874
ETH,30/04/2017,75.037031
BTC,01/05/2017,1370.79
ETH,01/05/2017,86.099496
BTC,02/05/2017,1416.61
ETH,02/05/2017,84.480807
BTC,03/05/2017,1448.88625
ETH,03/05/2017,82.511277
BTC,04/05/2017,1506.7725
ETH,04/05/2017,86.292093
BTC,05/05/2017,1543.31
ETH,05/05/2017,99.979653
BTC,06/05/2017,1536.1525
ETH,06/05/2017,94.44738
BTC,07/05/2017,1554.6025
ETH,07/05/2017,95.440527
BTC,08/05/2017,1564.065
ETH,08/05/2017,92.249991
BTC,09/05/2017,1644.72875
ETH,09/05/2017,87.142343
BTC,10/05/2017,1695.83125
ETH,10/05/2017,89.864235
BTC,11/05/2017,1748.35375
ETH,11/05/2017,88.322378
BTC,12/05/2017,1774.52
ETH,12/05/2017,90.112081
BTC,13/05/2017,1634.6075
ETH,13/05/2017,86.622737
BTC,14/05/2017,1774.805
ETH,14/05/2017,90.033173
BTC,15/05/2017,1747.04375
ETH,15/05/2017,90.694035
BTC,16/05/2017,1665.0325
ETH,16/05/2017,92.590657
BTC,17/05/2017,1744.44125
ETH,17/05/2017,89.577718
BTC,18/05/2017,1796.89625
ETH,18/05/2017,91.339332
BTC,19/05/2017,1913.13875
ETH,19/05/2017,108.274908
BTC,20/05/2017,1983.97875
ETH,20/05/2017,127.267172
BTC,21/05/2017,2074.69625
ETH,21/05/2017,124.900392
BTC,22/05/2017,2114.98875
ETH,22/05/2017,148.333874
BTC,23/05/2017,2196.66874
ETH,23/05/2017,159.999428
BTC,24/05/2017,2348.55249
ETH,24/05/2017,175.471684
BTC,25/05/2017,2581.85375
ETH,25/05/2017,187.826425
BTC,26/05/2017,2460.95375
ETH,26/05/2017,176.35396
BTC,27/05/2017,2232.2875
ETH,27/05/2017,144.838435
BTC,28/05/2017,2234.83374
ETH,28/05/2017,164.135585
BTC,29/05/2017,2195.785
ETH,29/05/2017,158.999202
BTC,30/05/2017,2315.73625
ETH,30/05/2017,196.869683
BTC,31/05/2017,2170.98124
ETH,31/05/2017,216.577291
BTC,01/06/2017,2402.125
ETH,01/06/2017,221.219432
BTC,02/06/2017,2477.1725
ETH,02/06/2017,219.461977
BTC,03/06/2017,2475.2975
ETH,03/06/2017,216.890385
BTC,04/06/2017,2526.31125
ETH,04/06/2017,224.549544
BTC,05/06/2017,2605.125
ETH,05/06/2017,241.675036
BTC,06/06/2017,2855.03
ETH,06/06/2017,251.874861
BTC,07/06/2017,2900.8525
ETH,07/06/2017,261.79265
BTC,08/06/2017,2737.9025
ETH,08/06/2017,250.930389
BTC,09/06/2017,2826.03875
ETH,09/06/2017,258.637335
BTC,10/06/2017,2846.00625
ETH,10/06/2017,284.500258
BTC,11/06/2017,2910.33625
ETH,11/06/2017,336.070318
BTC,12/06/2017,3007.0125
ETH,12/06/2017,343.417647
BTC,13/06/2017,2697.0775
ETH,13/06/2017,373.624676
BTC,14/06/2017,2780.1825
ETH,14/06/2017,382.221369
BTC,15/06/2017,2518.54875
ETH,15/06/2017,332.25862
BTC,16/06/2017,2438.61749
ETH,16/06/2017,325.530517
BTC,17/06/2017,2520.78375
ETH,17/06/2017,340.834591
BTC,18/06/2017,2680.1025
ETH,18/06/2017,371.631992
BTC,19/06/2017,2611.67999
ETH,19/06/2017,358.41611
BTC,20/06/2017,2667.5475
ETH,20/06/2017,364.690598
BTC,21/06/2017,2805.0975
ETH,21/06/2017,348.365734
BTC,22/06/2017,2702.00375
ETH,22/06/2017,312.417589
BTC,23/06/2017,2763.29125
ETH,23/06/2017,324.634294
BTC,24/06/2017,2740.5925
ETH,24/06/2017,324.955093
BTC,25/06/2017,2598.15875
ETH,25/06/2017,295.433814
BTC,26/06/2017,2630.59499
ETH,26/06/2017,283.581248
BTC,27/06/2017,2513.42999
ETH,27/06/2017,253.886743
BTC,28/06/2017,2556.1675
ETH,28/06/2017,272.763187
BTC,29/06/2017,2591.2675
ETH,29/06/2017,311.237618
BTC,30/06/2017,2547.3225
ETH,30/06/2017,288.277201
BTC,01/07/2017,2479.05499
ETH,01/07/2017,265.081169
BTC,02/07/2017,2424.69875
ETH,02/07/2017,246.574977
BTC,03/07/2017,2513.74125
ETH,03/07/2017,272.3068
BTC,04/07/2017,2640.06125
ETH,04/07/2017,279.09903
BTC,05/07/2017,2588.67875
ETH,05/07/2017,267.070981
BTC,06/07/2017,2634.17375
ETH,06/07/2017,264.97838
BTC,07/07/2017,2598.57
ETH,07/07/2017,261.923616
BTC,08/07/2017,2514.3625
ETH,08/07/2017,237.417595
BTC,09/07/2017,2586.0425
ETH,09/07/2017,246.154278
BTC,10/07/2017,2524.12624
ETH,10/07/2017,233.466663
BTC,11/07/2017,2352.265
ETH,11/07/2017,190.299095
BTC,12/07/2017,2292.91375
ETH,12/07/2017,185.848756
BTC,13/07/2017,2437.55375
ETH,13/07/2017,223.207956
BTC,14/07/2017,2337.67875
ETH,14/07/2017,197.906611
BTC,15/07/2017,2109.37375
ETH,15/07/2017,186.126286
BTC,16/07/2017,2045.5725
ETH,16/07/2017,168.194937
BTC,17/07/2017,1986.9425
ETH,17/07/2017,165.270026
BTC,18/07/2017,2189.23999
ETH,18/07/2017,180.626926
BTC,19/07/2017,2354.8925
ETH,19/07/2017,224.075703
BTC,20/07/2017,2349.355
ETH,20/07/2017,211.168405
BTC,21/07/2017,2740.56875
ETH,21/07/2017,227.759647
BTC,22/07/2017,2738.775
ETH,22/07/2017,221.32264
BTC,23/07/2017,2831.67875
ETH,23/07/2017,231.845107
BTC,24/07/2017,2772.3675
ETH,24/07/2017,227.009216
BTC,25/07/2017,2768.8025
ETH,25/07/2017,223.985269
BTC,26/07/2017,2540.20874
ETH,26/07/2017,198.355377
BTC,27/07/2017,2570.195
ETH,27/07/2017,201.962879
BTC,28/07/2017,2699.72125
ETH,28/07/2017,200.045871
BTC,29/07/2017,2719.69
ETH,29/07/2017,200.045871
BTC,30/07/2017,2714.70375
ETH,30/07/2017,202.356029
BTC,31/07/2017,2718.6175
ETH,31/07/2017,194.967731
BTC,01/08/2017,2867.65375
ETH,01/08/2017,209.020204
BTC,02/08/2017,2739.70875
ETH,02/08/2017,226.21304
BTC,03/08/2017,2740.07125
ETH,03/08/2017,218.789061
BTC,04/08/2017,2811.71
ETH,04/08/2017,225.307634
BTC,05/08/2017,3123.41125
ETH,05/08/2017,226.980461
BTC,06/08/2017,3254.71
ETH,06/08/2017,258.638867
BTC,07/08/2017,3274.6375
ETH,07/08/2017,266.935567
BTC,08/08/2017,3474.7625
ETH,08/08/2017,272.195838
BTC,09/08/2017,3416.185
ETH,09/08/2017,315.197193
BTC,10/08/2017,3364.41125
ETH,10/08/2017,292.309764
BTC,11/08/2017,3451.8525
ETH,11/08/2017,301.244641
BTC,12/08/2017,3705.43
ETH,12/08/2017,312.508364
BTC,13/08/2017,4104.015
ETH,13/08/2017,299.769888
BTC,14/08/2017,4036.7575
ETH,14/08/2017,300.184169
BTC,15/08/2017,4462.67625
ETH,15/08/2017,291.731738
BTC,16/08/2017,4118.9025
ETH,16/08/2017,286.240462
BTC,17/08/2017,4322.42125
ETH,17/08/2017,300.231413
BTC,18/08/2017,4311.685
ETH,18/08/2017,300.26119
BTC,19/08/2017,4180.23875
ETH,19/08/2017,300.26119
BTC,20/08/2017,4139.38125
ETH,20/08/2017,300.26119
BTC,21/08/2017,4110.94125
ETH,21/08/2017,300.26119
BTC,22/08/2017,3911.27625
ETH,22/08/2017,321.648698
BTC,23/08/2017,4162.79249
ETH,23/08/2017,323.718591
BTC,24/08/2017,4178.75625
ETH,24/08/2017,324.079054
BTC,25/08/2017,4396.03125
ETH,25/08/2017,329.219
BTC,26/08/2017,4359.9025
ETH,26/08/2017,328.344
BTC,27/08/2017,4381.39625
ETH,27/08/2017,333.282815
BTC,28/08/2017,4340.46
ETH,28/08/2017,345.424365
BTC,29/08/2017,4442.6575
ETH,29/08/2017,349.155544
BTC,30/08/2017,4664.64375
ETH,30/08/2017,373.224
BTC,31/08/2017,4676.1425
ETH,31/08/2017,380.711
BTC,01/09/2017,4783.17
ETH,01/09/2017,393.598029
BTC,02/09/2017,4864.285
ETH,02/09/2017,380.195042
BTC,03/09/2017,4672.56875
ETH,03/09/2017,351.142
BTC,04/09/2017,4593.1825
ETH,04/09/2017,340.967
BTC,05/09/2017,4160.535
ETH,05/09/2017,278.695779
BTC,06/09/2017,4517.57
ETH,06/09/2017,325.847
BTC,07/09/2017,4543.1025
ETH,07/09/2017,327.608852
BTC,08/09/2017,4628.6025
ETH,08/09/2017,330.423336
BTC,09/09/2017,4280.975
ETH,09/09/2017,298.551691
BTC,10/09/2017,4194.21875
ETH,10/09/2017,285.779
BTC,11/09/2017,4307.82625
ETH,11/09/2017,307.004387
BTC,12/09/2017,4295.76124
ETH,12/09/2017,303.14889
BTC,13/09/2017,3944.58375
ETH,13/09/2017,275.953343
BTC,14/09/2017,3817.0575
ETH,14/09/2017,269.499271
BTC,15/09/2017,3358.10875
ETH,15/09/2017,234.476
BTC,16/09/2017,3772.68375
ETH,16/09/2017,261.416097
BTC,17/09/2017,3608.595
ETH,17/09/2017,250.673679
BTC,18/09/2017,3764.6175
ETH,18/09/2017,275.071
BTC,19/09/2017,3976.3875
ETH,19/09/2017,289.487554
BTC,20/09/2017,3863.18625
ETH,20/09/2017,281.741
BTC,21/09/2017,3827.685
ETH,21/09/2017,280.857901
BTC,22/09/2017,3690.99125
ETH,22/09/2017,265.706093
BTC,23/09/2017,3612.1625
ETH,23/09/2017,262.581067
BTC,24/09/2017,3772.8475
ETH,24/09/2017,294.103129
BTC,25/09/2017,3753.435
ETH,25/09/2017,286.041
BTC,26/09/2017,3920.99125
ETH,26/09/2017,293.588732
BTC,27/09/2017,3939.515
ETH,27/09/2017,289.988
BTC,28/09/2017,4220.28
ETH,28/09/2017,308.083549
BTC,29/09/2017,4062.20375
ETH,29/09/2017,280.586093
BTC,30/09/2017,4207.825
ETH,30/09/2017,295.748
BTC,01/10/2017,4300.55125
ETH,01/10/2017,299.745244
BTC,02/10/2017,4414.1775
ETH,02/10/2017,300.724
BTC,03/10/2017,4424.4725
ETH,03/10/2017,300.062
BTC,04/10/2017,4307.555
ETH,04/10/2017,292.847181
BTC,05/10/2017,4186.78374
ETH,05/10/2017,289.300806
BTC,06/10/2017,4325.23625
ETH,06/10/2017,295.510772
BTC,07/10/2017,4370.16875
ETH,07/10/2017,309.599509
BTC,08/10/2017,4446.17249
ETH,08/10/2017,311.17
BTC,09/10/2017,4624.34875
ETH,09/10/2017,305.448397
BTC,10/10/2017,4789.30125
ETH,10/10/2017,297.253365
BTC,11/10/2017,4741.70875
ETH,11/10/2017,301.203155
BTC,12/10/2017,4858.60499
ETH,12/10/2017,307.345873
BTC,13/10/2017,5728.5475
ETH,13/10/2017,301.993368
BTC,14/10/2017,5666.97875
ETH,14/10/2017,340.097
BTC,15/10/2017,5779.07375
ETH,15/10/2017,337.745026
BTC,16/10/2017,5607.01
ETH,16/10/2017,333.52
BTC,17/10/2017,5643.55375
ETH,17/10/2017,328.230574
BTC,18/10/2017,5495.03875
ETH,18/10/2017,307.068
BTC,19/10/2017,5627.08625
ETH,19/10/2017,312.490756
BTC,20/10/2017,5686.52625
ETH,20/10/2017,307.136835
BTC,21/10/2017,6098.115
ETH,21/10/2017,301.047
BTC,22/10/2017,5949.07875
ETH,22/10/2017,303.938
BTC,23/10/2017,5969.795
ETH,23/10/2017,293.715
BTC,24/10/2017,5649.005
ETH,24/10/2017,301.668
BTC,25/10/2017,5550.85875
ETH,25/10/2017,293.334
BTC,26/10/2017,5776.87875
ETH,26/10/2017,298.362
BTC,27/10/2017,5923.70625
ETH,27/10/2017,297.538
BTC,28/10/2017,5737.1025
ETH,28/10/2017,295.573
BTC,29/10/2017,5741.7225
ETH,29/10/2017,298.196
BTC,30/10/2017,6151.325
ETH,30/10/2017,307.502
BTC,31/10/2017,6130.56375
ETH,31/10/2017,308.991
BTC,01/11/2017,6424.515
ETH,01/11/2017,304.109
BTC,02/11/2017,6879.365
ETH,02/11/2017,288.606
BTC,03/11/2017,7199.2375
ETH,03/11/2017,288.383
BTC,04/11/2017,7210.46875
ETH,04/11/2017,297.047
BTC,05/11/2017,7376.7425
ETH,05/11/2017,300.013
BTC,06/11/2017,7231.93
ETH,06/11/2017,293.717
BTC,07/11/2017,7123.89375
ETH,07/11/2017,300.794
BTC,08/11/2017,7356.50625
ETH,08/11/2017,297.076
BTC,09/11/2017,7342.82375
ETH,09/11/2017,311.094
BTC,10/11/2017,7250.77
ETH,10/11/2017,320.091
BTC,11/11/2017,6773.695
ETH,11/11/2017,303.473
BTC,12/11/2017,6075.30125
ETH,12/11/2017,310.175
BTC,13/11/2017,5969.13
ETH,13/11/2017,313.839
BTC,14/11/2017,6666.27125
ETH,14/11/2017,320.717
BTC,15/11/2017,6867.42625
ETH,15/11/2017,336.541
BTC,16/11/2017,7259.3
ETH,16/11/2017,329.881
BTC,17/11/2017,7924.1825
ETH,17/11/2017,331.429
BTC,18/11/2017,7598.2775
ETH,18/11/2017,330.418
BTC,19/11/2017,7787.45625
ETH,19/11/2017,348.659
BTC,20/11/2017,7954.7675
ETH,20/11/2017,357.437
BTC,21/11/2017,7879.06
ETH,21/11/2017,353.267
BTC,22/11/2017,8150.6325
ETH,22/11/2017,363.873
BTC,23/11/2017,8208.75375
ETH,23/11/2017,380.117
BTC,24/11/2017,8094.445
ETH,24/11/2017,412.698
BTC,25/11/2017,8190.87125
ETH,25/11/2017,468.032
BTC,26/11/2017,8851.305
ETH,26/11/2017,458.239
BTC,27/11/2017,9573.9675
ETH,27/11/2017,485.869
BTC,28/11/2017,9713.09625
ETH,28/11/2017,481.476
BTC,29/11/2017,10295.6225
ETH,29/11/2017,487.591
BTC,30/11/2017,10542.6625
ETH,30/11/2017,461.168
BTC,01/12/2017,9706.10375
ETH,01/12/2017,442.01
BTC,02/12/2017,10923.20125
ETH,02/12/2017,462.452
BTC,03/12/2017,10973.54375
ETH,03/12/2017,465.248
BTC,04/12/2017,11382.20875
ETH,04/12/2017,468.909
BTC,05/12/2017,11597.23125
ETH,05/12/2017,466.939
BTC,06/12/2017,12230.365
ETH,06/12/2017,451.526
BTC,07/12/2017,13734.52
ETH,07/12/2017,438.609
BTC,08/12/2017,16403.42125
ETH,08/12/2017,430.981
BTC,09/12/2017,15732.1
ETH,09/12/2017,472.516
BTC,10/12/2017,13152.52875
ETH,10/12/2017,436.93
BTC,11/12/2017,16299.2975
ETH,11/12/2017,460.265
BTC,12/12/2017,16374.8975
ETH,12/12/2017,533.388
BTC,13/12/2017,16678.28749
ETH,13/12/2017,613.891
BTC,14/12/2017,16246.13875
ETH,14/12/2017,752.374
BTC,15/12/2017,17221.65125
ETH,15/12/2017,667.289
BTC,16/12/2017,17436.5975
ETH,16/12/2017,701.215
BTC,17/12/2017,19166.97874
ETH,17/12/2017,725.283
BTC,18/12/2017,18640.2625
ETH,18/12/2017,715.512
BTC,19/12/2017,18984.7675
ETH,19/12/2017,826.545
BTC,20/12/2017,16862.57125
ETH,20/12/2017,803.122
BTC,21/12/2017,16925.0175
ETH,21/12/2017,869.818
BTC,22/12/2017,14182.46499
ETH,22/12/2017,729.609
BTC,23/12/2017,14694.5825
ETH,23/12/2017,729.407
BTC,24/12/2017,14103.21875
ETH,24/12/2017,677.993
BTC,25/12/2017,13387.34875
ETH,25/12/2017,750.11
BTC,26/12/2017,14652.3675
ETH,26/12/2017,771.967
BTC,27/12/2017,15846.07375
ETH,27/12/2017,783.7
BTC,28/12/2017,14362.40375
ETH,28/12/2017,739.085
BTC,29/12/2017,14867.5725
ETH,29/12/2017,754.482
BTC,30/12/2017,13643.695
ETH,30/12/2017,705.097
BTC,31/12/2017,13062.145
ETH,31/12/2017,719.827
BTC,01/01/2018,13439.4175
ETH,01/01/2018,761.079
BTC,02/01/2018,13337.62125
ETH,02/01/2018,865.012
